batch_date,origin_area_code,origin,via_id,destination_area_code,destination,devices,customers,people,length,line
4/1/2021,1103,Colombo,293065139,6154,Kurunegala,154,154,354,2414.094784,"LINESTRING(79.9349636 6.9863343, 79.935086 6.9864768, 79.9353119 6.9866546, 79.9355354 6.9867616, 79.9361268 6.9869368, 79.936397 6.9870834, 79.9366862 6.9873701, 79.9370311 6.987775, 79.937302 6.9881691, 79.9377291 6.988956, 79.9379095 6.9892956, 79.9380255 6.9895257, 79.938127 6.9897508, 79.9382631 6.9900516, 79.9384882 6.9906572, 79.9385744 6.9907916, 79.9387418 6.9909541, 79.938904 6.9910521, 79.9391993 6.9911488, 79.9393969 6.9911606, 79.9398975 6.9910861, 79.9401869 6.9910798, 79.9404038 6.9911068, 79.9406202 6.9911677, 79.9412514 6.991475, 79.9414681 6.9916688, 79.9418074 6.992144, 79.9420006 6.9923059, 79.942093 6.9923637, 79.9428772 6.9927119, 79.9432728 6.9930233, 79.9434049 6.9931285, 79.9441134 6.993849, 79.9442697 6.993993, 79.9446158 6.9942485, 79.9450566 6.9945023, 79.9453645 6.9946853, 79.9454285 6.9947233, 79.9456241 6.994822, 79.9465469 6.9953694, 79.9468566 6.9956183, 79.9474837 6.9962707, 79.9476862 6.9965127, 79.9478394 6.9967501, 79.947962 6.9970596, 79.9481607 6.997758, 79.9481978 6.9979915, 79.9482076 6.9981439, 79.9481844 6.9983884, 79.9480833 6.9991754, 79.9480779 6.9994037, 79.9481821 6.9997478, 79.9482683 6.9999221, 79.9484567 7.0001989, 79.9485759 7.0003278, 79.948808 7.0005117, 79.9489517 7.0005888, 79.9490781 7.0006529)"
4/1/2021,1103,Colombo,832443349,6154,Kurunegala,156,156,361,4026.604672,"LINESTRING(80.0970024 7.1465373, 80.097924 7.1474355, 80.0986443 7.1481315, 80.0989877 7.148563, 80.0997627 7.1495367, 80.0999543 7.1497497, 80.1002181 7.1499843, 80.1010288 7.1506491, 80.1018415 7.1512639, 80.1025528 7.1517464, 80.1025812 7.1517657, 80.1032353 7.1522182, 80.1034259 7.1523305, 80.1037392 7.1524863, 80.1038724 7.1525284, 80.1047462 7.1527782, 80.1049768 7.1528953, 80.10639 7.1538085, 80.1066049 7.1539279, 80.106917 7.1540337, 80.1073927 7.1541638, 80.108157 7.1543727, 80.1083327 7.1544265, 80.1085192 7.1545095, 80.1087259 7.1546906, 80.1089008 7.1548781, 80.1091702 7.1552013, 80.1093341 7.1553616, 80.1095044 7.1554741, 80.1096208 7.1555133, 80.1097108 7.1555452, 80.1099374 7.1555769, 80.1103734 7.1555353, 80.1105531 7.155538, 80.110808 7.1555753, 80.1112398 7.155695, 80.1116931 7.1558041, 80.1120418 7.155868, 80.1125085 7.1559558, 80.1127204 7.1559984, 80.1128867 7.156041, 80.1133212 7.156206, 80.1150069 7.156895, 80.115067 7.1569196, 80.1154321 7.1570656, 80.1157335 7.1571294, 80.1159789 7.1571608, 80.116433 7.1572523, 80.1167702 7.1573492, 80.1172057 7.1574849, 80.1174904 7.1575834, 80.1179909 7.1577895, 80.1181521 7.1578762, 80.1182941 7.1579759, 80.1184764 7.1581328, 80.1185729 7.1582419, 80.1186802 7.1583936, 80.1187446 7.1585293, 80.1187983 7.1586837, 80.1188385 7.158862, 80.1188438 7.158995, 80.1188438 7.159192, 80.1188278 7.1594501, 80.1187875 7.1596577, 80.1187339 7.1599664, 80.1187178 7.1600968, 80.11875 7.1605146, 80.1188189 7.1608675, 80.1188814 7.1612678, 80.1189053 7.1613877, 80.1189753 7.1616297, 80.1190477 7.1618479, 80.1191599 7.1620762, 80.1192811 7.1622591, 80.1194139 7.1624424, 80.1196271 7.1627129, 80.1198121 7.1630003, 80.1198488 7.163072, 80.1200669 7.1634979, 80.1202011 7.1637309, 80.1202976 7.1638812, 80.1207187 7.1644906, 80.1209306 7.1648046, 80.121062 7.1650149, 80.1211469 7.1651429, 80.1212273 7.1652642, 80.1212525 7.1653023, 80.1213625 7.1654954, 80.1217353 7.1661353, 80.1219311 7.1664253, 80.1219721 7.1664793, 80.122039 7.166561, 80.1220672 7.1665965, 80.1221095 7.1666503, 80.1224407 7.1670401, 80.1225534 7.1671586, 80.1226047 7.1672086, 80.1226588 7.1672575, 80.1227652 7.1673275, 80.1228833 7.1673807, 80.1230734 7.167433, 80.1234633 7.1675345)"
4/1/2021,1103,Colombo,259451395,6154,Kurunegala,29,29,67,35.27268471,"LINESTRING(79.8820403 6.9402428, 79.882276 6.940457)"
4/1/2021,1103,Colombo,250353060,6154,Kurunegala,72,72,157,748.3843052,"LINESTRING(79.8939197 6.9711605, 79.8939864 6.9717967, 79.8940527 6.9724877, 79.8940968 6.9728359, 79.8941815 6.9732362, 79.894248 6.9734746, 79.8943083 6.9736909, 79.8943932 6.9739231, 79.8944729 6.9741129, 79.8945928 6.974381, 79.8947035 6.9745972, 79.8948642 6.9748645, 79.8950948 6.975184, 79.895325 6.9754439, 79.8956301 6.9757428, 79.8958705 6.9759514, 79.8960967 6.9761318, 79.8964613 6.9764017, 79.896987 6.9767792)"
4/1/2021,1103,Colombo,587533636,6154,Kurunegala,96,96,209,48.49878727,"LINESTRING(79.8901477 6.963987, 79.8904238 6.9643263)"
4/1/2021,1103,Colombo,98568339,6154,Kurunegala,43,43,94,28.32550348,"LINESTRING(80.1227859 7.3297938, 80.1226537 7.3300122)"
4/1/2021,1103,Colombo,259804744,6154,Kurunegala,72,72,157,486.1456584,"LINESTRING(79.8991507 6.9845942, 79.8991748 6.9848916, 79.8992045 6.9851496, 79.8992351 6.9853502, 79.8992685 6.9855466, 79.8993048 6.9857514, 79.8993552 6.9859773, 79.8994616 6.9863815, 79.8995201 6.9865943, 79.8995928 6.9868127, 79.8997469 6.9872306, 79.8998994 6.9875897, 79.9000869 6.9879434, 79.900295 6.9882683, 79.9005741 6.9886662)"
4/1/2021,1103,Colombo,382257560,6154,Kurunegala,224,225,507,2216.186294,"LINESTRING(80.3459485 7.4551119, 80.34604 7.4554503, 80.3461342 7.4559485, 80.3462149 7.4564943, 80.3462183 7.4569137, 80.3462047 7.4573442, 80.3461746 7.4577934, 80.3460912 7.4584278, 80.3461234 7.4587816, 80.3462466 7.4592107, 80.3463861 7.4598968, 80.3464007 7.4601863, 80.3464674 7.4610073, 80.3465479 7.4616563, 80.346753 7.4629352, 80.3470804 7.4641564, 80.3473807 7.4652341, 80.3476243 7.4663364, 80.3477609 7.4669345, 80.3478178 7.4674741, 80.3478227 7.467562, 80.3478349 7.4679431, 80.3478647 7.4688029, 80.3479398 7.4691326, 80.3480836 7.4693771, 80.3487814 7.4703009, 80.3495687 7.4714266, 80.3499045 7.4719281, 80.3501869 7.4722622, 80.3505838 7.4726141, 80.3508747 7.472801, 80.3510506 7.4728792, 80.3516225 7.473061, 80.3517971 7.4731147)"
4/1/2021,1103,Colombo,404514068,6154,Kurunegala,58,58,137,56.3800353,"LINESTRING(80.3740624 7.4782978, 80.3740396 7.4782848, 80.374014 7.4782798, 80.373988 7.478283, 80.3739643 7.4782943, 80.3739444 7.4783136, 80.3739323 7.4783385, 80.3739294 7.478366, 80.3739359 7.4783928, 80.3739509 7.4784158, 80.3739728 7.4784324, 80.3739989 7.478441, 80.3740265 7.4784404, 80.3740522 7.4784308, 80.3740724 7.4784143, 80.3740863 7.4783922, 80.3740926 7.478367, 80.3740902 7.478341, 80.3740799 7.4783172, 80.3740624 7.4782978)"
4/1/2021,1103,Colombo,302206240,6154,Kurunegala,54,54,124,2238.999494,"LINESTRING(80.3761461 7.4772374, 80.3765945 7.4773535, 80.3768857 7.4773709, 80.3770113 7.4773808, 80.3771393 7.4774, 80.3772548 7.4774283, 80.3774372 7.4774869, 80.3776278 7.477572, 80.3777486 7.4776361, 80.3778915 7.4777199, 80.3780101 7.477798, 80.3781287 7.4778795, 80.37829 7.4780089, 80.378442 7.4781375, 80.3786022 7.4782963, 80.3788168 7.4785544, 80.3790207 7.4788097, 80.3792245 7.479166, 80.3792615 7.4792584, 80.3793632 7.4794937, 80.379444 7.4797109, 80.3795092 7.4799311, 80.379533 7.4800303, 80.3795605 7.4802617, 80.3795786 7.4805256, 80.3795889 7.4807837, 80.3795689 7.4810163, 80.3795253 7.481297, 80.3794541 7.4816167, 80.3793642 7.4819573, 80.3792846 7.4823018, 80.3792016 7.4826455, 80.3791598 7.4829063, 80.3791415 7.4830587, 80.3791269 7.4832549, 80.3791059 7.4835002, 80.3791018 7.4836997, 80.3790953 7.4838419, 80.379095 7.4839643, 80.3790997 7.4841274, 80.3791355 7.484727, 80.3791398 7.4852315, 80.3791657 7.4857029, 80.3791772 7.4860389, 80.3791826 7.4864184, 80.3791938 7.4870052, 80.379203 7.4873809, 80.3792028 7.4875201, 80.3792007 7.4876406, 80.3791989 7.4877551, 80.3791917 7.487851, 80.379163 7.4880563, 80.3791344 7.4882391, 80.3790948 7.488457, 80.3790726 7.4885791, 80.3790315 7.4887297, 80.3789579 7.4889835, 80.3788854 7.48923, 80.3788251 7.4894436, 80.3787899 7.4896361, 80.3787593 7.4898147, 80.3787255 7.4900625, 80.3787142 7.4902866, 80.3787083 7.4904757, 80.3786998 7.4908082, 80.3787042 7.4909433, 80.3787163 7.4910695, 80.3787265 7.4911728, 80.3787506 7.4913619, 80.378774 7.4915367, 80.3787938 7.4916634, 80.3788242 7.4918006, 80.3788522 7.4919014, 80.3788837 7.4920057, 80.3789432 7.4922144, 80.3790671 7.492708, 80.3791705 7.493119, 80.3791996 7.4932529, 80.3792076 7.4933243, 80.3792122 7.4934307, 80.3792337 7.4938706, 80.3792358 7.4940445, 80.3792518 7.4942716, 80.3792497 7.4945703, 80.3792372 7.4946785, 80.3792211 7.4948219, 80.3792005 7.4949427, 80.3791693 7.4950213, 80.3791344 7.4950762, 80.3790925 7.4951381, 80.3790192 7.4952267)"
4/1/2021,1103,Colombo,308346186,6154,Kurunegala,70,70,167,52.64049352,"LINESTRING(79.8617577 6.9271022, 79.8617638 6.9271228, 79.8617754 6.9271409, 79.8617917 6.9271551, 79.861811 6.927164, 79.8618321 6.9271673, 79.8618541 6.9271644, 79.8618744 6.9271553, 79.8618911 6.9271408, 79.861903 6.9271221, 79.8619089 6.9271009, 79.8619089 6.927083, 79.8619048 6.9270655, 79.8618956 6.9270481, 79.8618821 6.9270336, 79.8618493 6.9270177, 79.8618128 6.9270187, 79.861792 6.9270279, 79.8617757 6.927042, 79.8617639 6.9270601, 79.8617578 6.9270807, 79.8617577 6.9271022)"
4/1/2021,1103,Colombo,259451414,6154,Kurunegala,56,56,118,98.70469615,"LINESTRING(79.8632137 6.9282683, 79.8640428 6.9286008)"
4/1/2021,1103,Colombo,713886119,6154,Kurunegala,65,65,155,127.665997,"LINESTRING(79.8539355 6.9349039, 79.854069 6.9348274, 79.8542038 6.9347242, 79.8543325 6.9346423, 79.8544431 6.9345797, 79.854594 6.9345019, 79.8546993 6.9344526, 79.8548086 6.9344073, 79.8549463 6.9343559)"
4/1/2021,1103,Colombo,712057791,6154,Kurunegala,64,64,148,11.47402655,"LINESTRING(79.864174 6.9433827, 79.864267 6.9434288)"
4/1/2021,1103,Colombo,331333607,6154,Kurunegala,106,106,233,1209.933525,"LINESTRING(79.868217 6.9302916, 79.8691946 6.9307, 79.8693035 6.9307454, 79.8696935 6.9309071, 79.8706871 6.9313236, 79.8715891 6.9316902, 79.8720901 6.9319158, 79.8724688 6.9321146, 79.8727365 6.9322766, 79.8730865 6.9325069, 79.873627 6.9328791, 79.8741814 6.9332692, 79.8744658 6.9334866, 79.8756762 6.9345382, 79.8773928 6.9360427)"
4/1/2021,1103,Colombo,331333601,6154,Kurunegala,101,101,221,1963.776575,"LINESTRING(79.8676944 6.9301075, 79.8679796 6.9301932, 79.868217 6.9302916, 79.8685066 6.9304501, 79.8686233 6.9305113, 79.8688645 6.9306049, 79.8702233 6.9311642, 79.8706699 6.9313487, 79.8713394 6.9316324, 79.8716901 6.9317733, 79.8720753 6.9319518, 79.8724429 6.9321461, 79.8727456 6.9323279, 79.8730728 6.9325391, 79.8734495 6.9327977, 79.8739006 6.9331167, 79.8740609 6.9332484, 79.874217 6.9333563, 79.8743954 6.9335001, 79.8747282 6.933794, 79.8756373 6.9345771, 79.8773298 6.9360624, 79.8781043 6.9367645, 79.87833 6.936969, 79.8788457 6.937451, 79.8794004 6.9379399, 79.879843 6.9383074, 79.8807768 6.9391252, 79.8814145 6.939685, 79.8820403 6.9402428)"
4/1/2021,1103,Colombo,311215113,6154,Kurunegala,47,47,111,54.76953751,"LINESTRING(80.354636 7.48437, 80.3546382 7.4843829, 80.3546432 7.4843966, 80.3546517 7.4844104, 80.3546587 7.4844184, 80.3546662 7.484425, 80.3546734 7.4844299, 80.3546839 7.4844352, 80.3546999 7.48444, 80.3547075 7.4844406, 80.3547201 7.4844439, 80.3547307 7.4844398, 80.3547446 7.4844356, 80.3547562 7.4844296, 80.3547666 7.4844219, 80.354774 7.4844147, 80.354781 7.4844052, 80.3547869 7.4843944, 80.3547915 7.4843805, 80.3547923 7.4843744, 80.3547934 7.4843657, 80.3547933 7.4843569, 80.354792 7.4843476, 80.3547892 7.4843377, 80.3547851 7.4843281, 80.3547786 7.4843174, 80.3547718 7.4843092, 80.3547628 7.4843013, 80.3547523 7.4842945, 80.35474 7.4842891, 80.3547263 7.4842858, 80.3547105 7.484285, 80.3546959 7.4842872, 80.354684 7.484291, 80.3546719 7.4842973, 80.3546602 7.4843043, 80.3546528 7.4843145, 80.3546464 7.4843237, 80.3546404 7.4843365, 80.3546373 7.4843471, 80.3546356 7.4843609, 80.3546358 7.4843658, 80.354636 7.48437)"
4/1/2021,1103,Colombo,308348585,6154,Kurunegala,35,35,83,192.7385825,"LINESTRING(79.8449756 6.9342812, 79.8453583 6.9342097, 79.8459008 6.9341084, 79.8466916 6.9339607)"
4/1/2021,1103,Colombo,485635127,6154,Kurunegala,156,156,361,913.8090267,"LINESTRING(80.0935122 7.1391905, 80.0935492 7.1392697, 80.0936423 7.139624, 80.0938827 7.1407018, 80.0940444 7.1410966, 80.0942572 7.1414487, 80.0946648 7.1421568, 80.0952317 7.1430939, 80.0955619 7.1439209, 80.0957443 7.14438, 80.0962546 7.1456303, 80.0963601 7.1458291, 80.0965517 7.1461039, 80.0967758 7.1463547, 80.0970024 7.1465373)"
4/1/2021,1103,Colombo,554780667,6154,Kurunegala,265,266,608,324.1883926,"LINESTRING(80.2993907 7.3348844, 80.29948 7.3350059, 80.2996541 7.3351296, 80.2998145 7.3352386, 80.3001123 7.3354335, 80.3001874 7.3354867, 80.3002242 7.3355156, 80.3003327 7.3356092, 80.3004466 7.3358103, 80.3004839 7.3359383, 80.3004828 7.3360884, 80.3005309 7.3363801, 80.3006893 7.3365887, 80.3008716 7.3367277, 80.301188 7.3368493, 80.3012787 7.3368508)"
4/1/2021,1103,Colombo,98568316,6154,Kurunegala,207,207,464,110.8399112,"LINESTRING(80.1903912 7.2642924, 80.1898966 7.2634247)"
4/1/2021,1103,Colombo,200571278,6154,Kurunegala,140,140,321,707.0115048,"LINESTRING(79.8661741 6.9345412, 79.8664278 6.9345596, 79.8668164 6.9345916, 79.8671384 6.9346161, 79.8676543 6.9346595, 79.8678239 6.9346874, 79.8685188 6.9347791, 79.8685908 6.9347886, 79.8695296 6.9348976, 79.8700719 6.9349696, 79.8706784 6.9350726, 79.8708255 6.9350975, 79.8714242 6.9352094, 79.8716425 6.9352495, 79.8718686 6.9353103, 79.8720044 6.9353481, 79.8721668 6.935401, 79.8723152 6.9354665, 79.8724233 6.9355406, 79.8724637 6.9355635)"
4/1/2021,1103,Colombo,625320328,6154,Kurunegala,13,13,33,22.24125485,"LINESTRING(79.8541323 6.9389841, 79.8540275 6.938976, 79.8540995 6.9390396)"
4/1/2021,1103,Colombo,341674992,6154,Kurunegala,96,96,209,160.2502073,"LINESTRING(79.885913 6.9590909, 79.8868695 6.9601751)"
4/1/2021,1103,Colombo,964093004,6154,Kurunegala,78,78,176,8606.807157,"LINESTRING(80.3703606 7.4753179, 80.3704426 7.4754259, 80.3705562 7.4755778, 80.3706727 7.4757144, 80.3707748 7.4758184, 80.3708855 7.4759216, 80.3710217 7.4760314, 80.3711538 7.476129, 80.3713153 7.4762302, 80.3714769 7.4763232, 80.3716281 7.4763961, 80.3717526 7.4764506, 80.3719314 7.4765105, 80.3721637 7.4765722, 80.3723259 7.4765972, 80.3723532 7.476601, 80.3723856 7.4766055, 80.3730818 7.4767021, 80.3742092 7.4768558, 80.37513 7.4769703, 80.3757644 7.4770394, 80.3758819 7.4770506, 80.3760953 7.4770709, 80.3766551 7.4771496, 80.3768289 7.4771842, 80.3770459 7.4772357, 80.3772739 7.4773057, 80.3774674 7.4773715, 80.3776356 7.4774472, 80.3778569 7.4775662, 80.3780621 7.4776927, 80.3782775 7.4778372, 80.3784991 7.4780049, 80.37861 7.4781095, 80.3787333 7.4782576, 80.3788987 7.4784607, 80.3789821 7.4785693, 80.3790592 7.4786827, 80.3791947 7.4789093, 80.379264 7.4790278, 80.3793115 7.479123, 80.3793584 7.4792267, 80.379416 7.4793676, 80.3794706 7.4795201, 80.3795232 7.4796878, 80.3795611 7.4798319, 80.3795834 7.4799477, 80.3796092 7.4801266, 80.3796308 7.4802746, 80.37964 7.4803511, 80.3796458 7.4804254, 80.3796464 7.4804873, 80.3796581 7.4806133, 80.3796562 7.4807709, 80.3796572 7.4808997, 80.3796438 7.4810526, 80.3796116 7.4812595, 80.3795376 7.4816591, 80.3794519 7.4820035, 80.3793452 7.4824914, 80.3792869 7.4828051, 80.3792426 7.4831465, 80.3792162 7.4834428, 80.3792017 7.4837047, 80.379194 7.4839105, 80.3791887 7.4840838, 80.3792062 7.4844586, 80.3792367 7.4851686, 80.379276 7.4858713, 80.3792922 7.4862588, 80.3793007 7.4866732, 80.3793083 7.4869907, 80.3793116 7.487195, 80.3793121 7.4874166, 80.3793008 7.4876089, 80.3792921 7.4877653, 80.3792782 7.4878862, 80.3792619 7.4880038, 80.379238 7.4881587, 80.3792022 7.488356, 80.379158 7.4885801, 80.3791109 7.4887725, 80.3790552 7.4889932, 80.3789302 7.489495, 80.3788956 7.4896932, 80.378872 7.4898635, 80.3788474 7.4900972, 80.3788281 7.4903039, 80.3788211 7.4905229, 80.3788225 7.4907359, 80.3788297 7.4909662, 80.3788556 7.4913344, 80.3789037 7.4916277, 80.3789448 7.4918138, 80.3790013 7.4920505, 80.3791095 7.4924838, 80.379262 7.4930923, 80.3792889 7.493228, 80.3793163 7.4933963, 80.3793342 7.4935717, 80.3793441 7.4937181, 80.3793495 7.4938444, 80.3793533 7.4939726, 80.3793556 7.4940828, 80.379352 7.4941953, 80.3793454 7.4943249, 80.3793354 7.494471, 80.379327 7.4945801, 80.3793104 7.4947278, 80.3792718 7.495016, 80.3792238 7.4953088, 80.3791709 7.4956639, 80.3789993 7.4965574, 80.3787954 7.4974403, 80.3785916 7.4985466, 80.3785057 7.4992486, 80.3784905 7.4993969, 80.3784414 7.4998762, 80.378495 7.5005889, 80.3786452 7.5013654, 80.3788276 7.5018441, 80.3790744 7.5024929, 80.3795786 7.5033652, 80.379879 7.5043118, 80.3799922 7.5051909, 80.3800078 7.5053117, 80.3799756 7.5059606, 80.3799219 7.5064392, 80.3788668 7.5097484, 80.3787277 7.5101375, 80.3781196 7.5125613, 80.3774711 7.5150911, 80.3772947 7.5158278, 80.3767241 7.5182108, 80.3764496 7.5191582, 80.375725 7.5222161, 80.3752544 7.5240802, 80.3746496 7.5266219, 80.3736657 7.530621, 80.3725824 7.5348394, 80.3723573 7.5358279, 80.371876 7.5378329, 80.3714202 7.5399637, 80.3713832 7.5409807, 80.3713735 7.5413809, 80.3713931 7.5428649, 80.3714184 7.544507, 80.3714222 7.5447573)"
4/1/2021,1103,Colombo,382257559,6154,Kurunegala,279,280,634,9359.920006,"LINESTRING(80.3071179 7.3606487, 80.3072962 7.3608291, 80.3074745 7.3610094, 80.3075409 7.3610916, 80.3075622 7.3611189, 80.3082372 7.3620935, 80.3085291 7.3625786, 80.3087292 7.3629792, 80.3089797 7.3636188, 80.3098152 7.3661553, 80.310417 7.3679427, 80.3107273 7.3688504, 80.3109353 7.369457, 80.3111678 7.3700312, 80.312049 7.3722069, 80.31262 7.3736829, 80.3136694 7.3762484, 80.313701 7.3763218, 80.3139405 7.3768999, 80.3145075 7.3785011, 80.314826 7.3794063, 80.3150971 7.3803437, 80.3153479 7.3815899, 80.3153929 7.3819056, 80.3154547 7.382837, 80.3155114 7.383274, 80.3156379 7.3839172, 80.3157702 7.3845052, 80.3158205 7.3850964, 80.315985 7.3855874, 80.3161945 7.3859347, 80.3167413 7.3868287, 80.3173479 7.3878276, 80.3178244 7.3886096, 80.3178659 7.3886748, 80.3192859 7.3909087, 80.3198843 7.3918501, 80.3203421 7.3925702, 80.3204251 7.3927325, 80.3205206 7.3933327, 80.3206091 7.3936626, 80.3210638 7.3946508, 80.3215579 7.3954047, 80.3216081 7.3954812, 80.3221015 7.3960322, 80.3227462 7.3967369, 80.3228655 7.3969181, 80.3229365 7.3970741, 80.3235258 7.3997675, 80.3239915 7.4017766, 80.324244 7.4030337, 80.3245023 7.4041649, 80.3248185 7.4056851, 80.3250914 7.4068824, 80.325464 7.4083707, 80.3261653 7.4112104, 80.3265722 7.4127691, 80.3272901 7.4159135, 80.327826 7.4183828, 80.3278582 7.4185175, 80.328355 7.419799, 80.3292419 7.422088, 80.3299709 7.4239407, 80.3301356 7.4244286, 80.3302896 7.4248526, 80.3304665 7.4252104, 80.3309746 7.4260295, 80.3317465 7.4273772, 80.3320621 7.4280673, 80.3322573 7.4284365, 80.3325757 7.4291371, 80.3327909 7.4296661, 80.3330988 7.430584, 80.3332911 7.4310364, 80.3344644 7.4332176, 80.3352712 7.4347679, 80.3355863 7.4351603, 80.3364299 7.4360499, 80.337256 7.4367627, 80.338173 7.4377491)"
4/1/2021,1103,Colombo,98568337,6154,Kurunegala,43,43,94,108.9750358,"LINESTRING(80.1234482 7.3290665, 80.1227859 7.3297938)"
4/1/2021,1103,Colombo,465071763,6154,Kurunegala,54,54,117,6857.51439,"LINESTRING(80.1311925 7.3394056, 80.1312301 7.3394309, 80.131258 7.3394472, 80.1314838 7.3396267, 80.1316646 7.3398555, 80.1329907 7.3415541, 80.1332459 7.3419346, 80.1337663 7.3428116, 80.1339099 7.3431387, 80.1339952 7.3434482, 80.1340128 7.3444984, 80.1339955 7.3451314, 80.1340236 7.3455521, 80.1341202 7.3457765, 80.1343243 7.3461222, 80.1345616 7.3464069, 80.1354411 7.3470933, 80.1356748 7.3473293, 80.1359253 7.347664, 80.1362806 7.3483074, 80.1365007 7.3487165, 80.1369756 7.3494588, 80.1374748 7.350041, 80.1382605 7.3510208, 80.1387533 7.3516354, 80.1393382 7.3523713, 80.1396643 7.3527576, 80.139996 7.3531666, 80.140304 7.3535699, 80.1405562 7.3540209, 80.1408639 7.3546771, 80.1409458 7.354844, 80.1416695 7.3563446, 80.1421607 7.3572935, 80.1423803 7.3578768, 80.1425798 7.3585558, 80.1427277 7.3591358, 80.1428071 7.3593524, 80.142901 7.3595519, 80.1429961 7.3597166, 80.1431256 7.3599174, 80.1431652 7.3599775, 80.1432011 7.3600296, 80.1434135 7.3603354, 80.1435417 7.3605157, 80.1437016 7.3607224, 80.1444929 7.3616734, 80.1458837 7.3632548, 80.146927 7.3644678, 80.1476727 7.3654547, 80.1480227 7.3659707, 80.1492847 7.3679428, 80.1494964 7.3682901, 80.1502433 7.3695248, 80.151013 7.3707463, 80.1513979 7.3713966, 80.1515389 7.3716367, 80.1516846 7.3718718, 80.1519035 7.3721761, 80.1522093 7.3724551, 80.1537254 7.3735048, 80.1560011 7.3750394, 80.156767 7.3754754, 80.1571573 7.3756659, 80.1592246 7.3765979, 80.1597921 7.3769023, 80.1601003 7.3770969, 80.160192 7.3771534, 80.1604739 7.3773334, 80.1611323 7.3777366, 80.1643007 7.3800571, 80.1649141 7.3804781, 80.1654071 7.3807698, 80.1659202 7.3810377, 80.1666946 7.3813984, 80.168092 7.3819645, 80.1689164 7.3822896, 80.1699561 7.3826453, 80.1714087 7.383084)"
4/1/2021,1103,Colombo,480882271,6154,Kurunegala,40,40,88,49.35492865,"LINESTRING(79.8808064 6.9609038, 79.8808528 6.9609214, 79.8809019 6.9609287, 79.8809515 6.9609254, 79.8809992 6.9609116, 79.8810428 6.9608879, 79.8810802 6.9608554, 79.8811098 6.9608157, 79.8811299 6.9607707, 79.8811399 6.9607224)"
4/1/2021,1103,Colombo,480882275,6154,Kurunegala,144,144,334,39.80016282,"LINESTRING(79.8658156 6.9345103, 79.8660453 6.9345409, 79.8661067 6.9345418, 79.8661741 6.9345412)"
4/1/2021,1103,Colombo,198142586,6154,Kurunegala,18,18,40,68.28439485,"LINESTRING(79.8485418 6.9326048, 79.8479267 6.9325394)"
4/1/2021,1103,Colombo,816110606,6154,Kurunegala,156,156,361,608.1055742,"LINESTRING(80.0895085 7.1358091, 80.0897622 7.1359269, 80.0903079 7.1361773, 80.0923231 7.1372076, 80.0927109 7.1375482, 80.092911 7.137838, 80.0929964 7.1379876, 80.0932685 7.1385775, 80.0933008 7.1386501, 80.0935122 7.1391905)"
4/1/2021,1103,Colombo,34695077,6154,Kurunegala,13,13,35,57.12251079,"LINESTRING(79.8541208 6.9391307, 79.8541461 6.9396438)"
4/1/2021,1103,Colombo,374662739,6154,Kurunegala,120,120,283,226.7478454,"LINESTRING(79.8997375 6.966936, 79.8999979 6.9670175, 79.9005241 6.9671722, 79.9009991 6.9673414, 79.9011185 6.9674285, 79.9011721 6.9674744, 79.9012527 6.9675453, 79.9013074 6.96761, 79.9014415 6.967787, 79.9014686 6.9678186, 79.9015027 6.9678565)"
4/1/2021,1103,Colombo,929719420,6154,Kurunegala,62,62,144,224.4314088,"LINESTRING(80.3028676 7.3316592, 80.3031868 7.3317843, 80.3034067 7.331888, 80.3037232 7.3320716, 80.3039324 7.3322339, 80.3041309 7.3324254, 80.3044881 7.3328259)"
4/1/2021,1103,Colombo,536512127,6154,Kurunegala,120,120,283,10.9482354,"LINESTRING(79.9015027 6.9678565, 79.9015551 6.9679401)"
4/1/2021,1103,Colombo,359950835,6154,Kurunegala,99,99,231,204.1420922,"LINESTRING(79.8549463 6.9343559, 79.8553559 6.9342451, 79.8555103 6.9342014, 79.855688 6.9341492, 79.8557536 6.9341298, 79.8558033 6.9341111, 79.8558419 6.9340898, 79.8558752 6.9340603, 79.8559356 6.9340034, 79.8564824 6.9334438)"
4/1/2021,1103,Colombo,486327422,6154,Kurunegala,158,158,365,1009.267058,"LINESTRING(80.0083526 7.0555555, 80.0083778 7.055642, 80.0084147 7.0558276, 80.0084167 7.0560519, 80.0082333 7.0570172, 80.0082792 7.0575239, 80.0083047 7.057643, 80.0087661 7.0587051, 80.0089004 7.0589495, 80.009065 7.05918, 80.009492 7.0596843, 80.0097028 7.0599662, 80.0098235 7.0602071, 80.0102979 7.0616843, 80.010732 7.0628821, 80.0111066 7.0639604)"
4/1/2021,1103,Colombo,331333600,6154,Kurunegala,22,22,51,33.75436033,"LINESTRING(79.8641373 6.9285184, 79.8644203 6.9286334)"
4/1/2021,1103,Colombo,580831260,6154,Kurunegala,154,154,356,88.98091938,"LINESTRING(79.9493586 7.0007637, 79.9494199 7.0007878, 79.9494754 7.0008149, 79.9497628 7.0009427, 79.9499299 7.0010431, 79.9500651 7.0011424)"
4/1/2021,1103,Colombo,129809640,6154,Kurunegala,63,63,144,59.84101685,"LINESTRING(79.8741111 6.9511833, 79.8742144 6.9511128, 79.8743056 6.9510629, 79.8743881 6.9510243, 79.8744759 6.951001, 79.8746054 6.9509845)"
